,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
3568,1019224,High Desert Farmers Market,http://www.highdesertfarmersmarket.com,High Desert Farmers Market,,,,18422 Bear Valley RD,Victorville,San Bernardino,California,92395,01/01/2018 to 12/31/2018,Thu: 8:00 AM-12:00 PM;,,,,,,,-117.25763300000001,34.473755,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,8/8/2018 4:53:54 PM
3580,1008243,Highland Saturday Morning Marketplace Certified Farmers Market,http://www.highlandchamber.org,https://www.facebook.com/Highland Saturday Morning Marketplace,,,,27981 Highland Avenue,Highland ,San Bernardino,California,92346,04/05/2014 to 11/22/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.19386100000001,34.135518,Private business parking lot,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 4:26:39 PM
3592,1010434,Hillcrest Farmers Market and Open Air Bazaar,http://hillcrestfarmersmarket.com,https://www.facebook.com/hillcrestfarmersmarket/,https://twitter.com/FreshFabublous,,https://www.instagram.com/hillcrestfarmersmkt,3960 Normal Street,San Diego,San Diego,California,92103,01/01/2017 to 12/31/2017,Sun: 9:00 AM-2:00 PM;,,,,,,,-117.14924450000001,32.7506031,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,6/26/2017 3:53:11 PM
3628,1011278,Historic Downtown Certified Farmers Market,http://hdlabid.com/farmers-market/,https://www.facebook.com/HistoricFarmersMarket,,,Instagram: @dtlamarket,W 5th St. between Spring St. and Broadway,Los Angeles,Los Angeles,California,90014,01/01/2015 to 12/31/2015,Sun: 9:00 AM-2:00 PM;,,,,,,,-118.250147,34.047712,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/24/2015 3:00:31 PM
3667,1008983,Hollister Certified Farmers' Market,,https://www.facebook.com/HollisterFarmersMarket,,,,5th & San Benito Street ,Hollister ,San Benito,California,95023,05/07/2014 to 09/24/2014,Wed: 3:00 PM-7:00 PM;,,,,,,,-121.402084,36.851460499999995,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,3/13/2014 4:10:25 PM
3672,1000052,Hollywood Farmers' Market,http://www.seela.org,,,,,1500 Ivar Ave. & Selma Ave,Los Angeles,Los Angeles,California,90028,,Sun: 8:00 AM-1:00 PM;,,,,,,,-118.3283,34.09986,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/10/2013 3:28:14 PM
3674,1001880,Hollywood Media Farmers Market,http://www.farmernet.com,,,,,1100 Block of Cole Ave.,Hollister,Los Angeles,California,95023,,,,,,,,,-121.60700000000001,36.7105,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3695,1000658,Homewood Farmers Market,http://www.foothillfarmersmarket.com,,,,,"Homewood Ski Resort, Parking Lot of Hwy. 89",Homewood,Placer,California,96141,,,,,,,,,-120.169,39.0978,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3702,1004570,Hoopa Farmers Market,,,,,,Hoopa Shopping Center,Hoopa,Humboldt,California,95546,,,,,,,,,-123.677,41.0492,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3717,1003860,Horton Square Certified Farmers Market,,,,,,225 Broadway,San Diego,San Diego,California,92101,03/01/2014 to 10/09/2014,Thu: 11:00 AM-3:00 PM;,,,,,,,-117.162,32.715,Other,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/26/2014 10:28:27 AM
3758,1009631,Huntington Beach Certified Farmers Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,Main St and Pacific Coast Highway,Huntington Beach,Orange,California,,01/01/2015 to 12/31/2015,Fri: 1:00 PM-5:00 PM;,,,,,,,-118.00198590000002,33.657181099999995,,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,4/8/2015 12:50:31 PM
3760,1003705,Huntington Park Farmers Market,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,3401 East Florence Avenue,Huntington Park,Los Angeles,California,90255,01/01/2014 to 12/31/2014,Wed: 9:30 AM-1:30 PM;,,,,,,,-118.204828,33.972982,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,5/12/2014 6:34:54 PM
3789,1003090,Idyllwild Farmers Market,,,,,,26100 Highway 243,Idyllwild,Riverside,California,92549,,,,,,,,,-116.715,33.745,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
3796,1002820,Imperial Beach Certified Farmers Market,http://www.imperialbeachfarmersmarket.org,https://www.facebook.com/pages/Imperial-Beach-Certified-Farmers-Market/198627016846608,,,,10 Evergreen Avenue,Imperial Beach,San Diego,California,91932,04/01/2014 to 09/30/2014,Fri: 2:00 PM-7:00 PM;,10/01/2014 to 03/31/2015,Fri: 2:00 PM-6:00 PM;,,,,,-117.131973,32.579555,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,7/28/2015 9:05:13 PM
3813,1012437,Inglewood Certified Farmers' Market,http://www.sjli.org,https://www.facebook.com/inglewoodcertifiedfarmersmarket/,,,,Manchester Blvd and Market Street,Inglewood,Los Angeles,California,90301,01/01/2016 to 12/31/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-118.351925,33.961209999999994,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/11/2016 2:11:28 PM
3816,1011491,Inner Sunset Certified Farmers' Market,http://pcfma.org,facebook.com/InnerSunsetMarket,twitter.com/PacCoastFarmers,,instagram.com/pcfma,1325 8th Avenue,San Francisco,San Francisco,California,94122,01/01/2015 to 12/31/2015,Sun: 9:00 AM-1:00 PM;,,,,,,,-122.465774,37.763636,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,7/22/2015 6:57:18 PM
3835,1011795,Irvine Certified Farmers' Market,http://www.ocfarmbureau.org,OC Farm Bureau Farmers Markets,,,,Bonita Canyon and Turtle Ridge Road,Irvine,Orange,California,92603,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.831346,33.633188,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,3/4/2016 1:04:04 PM
3836,1008090,Irvine Regional Park Certified Farmers' Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,1 Irvine Park Road,Orange,Orange,California,92862,01/01/2015 to 12/31/2015,Tue: 9:00 AM-1:00 PM;,,,,,,,-117.7587735,33.7987107,,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/8/2015 12:39:56 PM
3840,1006556,Irvington Farmers' Market,http://www.pcfma.com/irvington,https://www.facebook.com/IrvingtonMarket,,,,40900 Chapel Way,Fremont,Alameda,California,94538,January to December,sun:9:00 AM - 1:00 PM;,,,,,,,-121.96358670000001,37.532942600000005,Closed-off public street,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 2:28:44 PM
3858,1018110,Jack London Square Farmers Market,http://www.cuesa.org,https://www.facebook.com/jacklondonsqfm/,@cuesa,,@jacklondonsqfm,Jack London Square,Oakland ,Alameda,California,,01/01/2017 to 12/31/2017,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.27445300000001,37.794394,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,6/20/2017 1:08:21 PM
3859,1003416,Jack Newe's FM,,,,,,1920 S Brea Canyon Cut Off,Walnut,LOS ANGELES,California,,,,,,,,,,-117.867,33.9835,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
3889,1005832,Japantown Certified Farmers Market,http://www.japantownsanjose.org/market.html,https://www.facebook.com/pages/Japantown-Business-Association/79475252650,https://twitter.com/jtownsj,,,on Jackson St between 6th & 7th Streets,San Jose,Santa Clara,California,95112,01/12/2014,Sun: 8:30 AM-12:00 PM;,,,,,,,-121.89299999999999,37.3498,Local government building grounds,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/15/2014 3:18:12 PM
3954,1002907,Joshua Tree Certified Farmers Market,http://www.joshuatreefarmersmarket.com,https://www.facebook.com/pages/Joshua-Tree-Farmers-Market/164059226980487,,,,61651 Twentynine Palms Highway,Joshua Tree,San Bernardino,California,92252,01/01/2018 to 12/31/2018,Sat: 8:00 AM-1:00 PM;,,,,,,,-116.3182535,34.1349431,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,7/26/2018 7:25:49 PM
3958,1006557,Julian St. James Farmers' Market,http://www.pcfma.com/julianstjames,,,,,750 East St.  John Street,San Jose,Santa Clara,California,95112,June to September,Wed:4:00 PM - 8:00 PM;,,,,,,,-121.8764148,37.3449,Local government building grounds,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2012 2:34:40 PM
3970,1011351,Kaiser Antioch Farmers' Market,http://www.pcfma.org,,,,,4501 Sand Creek Rd.,Antioch ,Contra Costa,California,,04/23/2015 to 10/29/2015,Thu: 10:00 AM-2:00 PM;,,,,,,,-121.7757953,37.9518978,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:28:04 AM
3971,1006573,Kaiser Fremont CFM,http://www.pcfma.com/market_home.php?market_id=33,,,,,39400 Paseo Padre Parkway,Fremont,Alameda,California,94538,January to December,Thu:10:00 AM - 2:00 PM;,,,,,,,-121.97504280000001,37.551977799999996,Healthcare Institution,N,Y,N,Y,Y,-,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 3:46:13 PM
3972,1006571,Kaiser Hayward Farmers' Market,http://www.pcfma.com/market_home.php?market_id=31,,,,,27400 Hesperian Blvd,Hayward,Alameda,California,94545,January to December,Wed:10:00 AM - 2:00 PM;,,,,,,,-122.09496580000001,37.6306054,Healthcare Institution,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 3:51:08 PM
3973,1002541,Kaiser Medical Center Panorama City FM,http://www.sfma.net,,,,,13652 Cantara Street,Panorama City,Los Angeles,California,91402,January to December,Wed:9:00 AM - 1:30 PM;,,,,,,,-118.43006399999999,34.220674,Healthcare Institution,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2012 11:02:47 PM
3974,1008975,Kaiser Medical Center Woodland Hills,,,,,,5601 De Soto Avenue,Woodland Hills,Los Angeles,California,91367,01/02/2014 to 12/18/2014,Thu: 10:00 AM-2:30 PM;,,,,,,,-118.58972,34.170913,Healthcare Institution,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,3/31/2014 4:06:14 PM
3975,1006585,Kaiser Oakland Farmers' Market,http://www.pcfma.com/market_home.php?market_id=9,,,,,3801 Howe Street,Oakland,Alameda,California,94607,January to December,Fri:10:00 AM - 2:00 PM;,,,,,,,-122.2565166,37.824622600000005,Healthcare Institution,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 5:33:36 PM
3976,1009005,Kaiser Permanente Farmers Market - Anaheim Medical Center,,,,,,3440 E. La Palma Ave,Anaheim,Orange,California,92806,01/01/2016 to 12/31/2016,Fri: 9:00 AM-3:00 PM;,,,,,,,-117.844815,33.852659,,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,7/1/2016 12:40:28 PM
3977,1008375,Kaiser Permanente Fresno Farmers Market,http://www.kp.org/fresno,,https://twitter.com/kpfresno,,,7300 N. Fresno Street,Fresno,Fresno,California,93720,03/01/2018 to 11/30/2018,Wed: 8:00 AM-1:30 PM;,12/01/2018 to 02/28/2019,Wed: 9:00 AM-1:30 PM;,,,,,-119.781524,36.843016999999996,,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,7/30/2018 7:40:53 PM
3978,1001046,Kaiser Permanente Morse Ave (Sacramento),http://www.Salleorchards.com,salle orchards,,,,2025 Morse Avenue,Sacramento,Sacramento,California,,03/20/2015 to 11/20/2015,Fri: 9:30 AM-2:00 PM;,,,,,,,-121.393355,38.601219,,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2015 3:51:10 PM
3979,1001049,Kaiser Permanente Pointe West,http://www.Salleorchards.com,salle orchards,,,,1650 Response Rd,Sacramento,Sacramento,California,,02/09/2015 to 12/14/2015,Mon: 9:30 AM-2:00 PM;,,,,,,,-121.42991299999998,38.596807,,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2015 3:59:22 PM
3980,1011443,Kaiser Permanente San Jose Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,,"250 Hospital Parkway, San Jose, California 95119",San Jose ,Santa Clara,California,,01/01/2015 to 12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-121.80014299999999,37.240455,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 1:40:47 PM
3981,1011444,Kaiser Permanente Santa Clara Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,,710 Lawrence Expressway,Santa Clara,Santa Clara,California,95051,01/01/2015 to 12/31/2015,Fri: 8:30 AM-1:30 PM;,,,,,,,-121.9985712,37.3363589,,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 1:48:07 PM
3982,1006572,Kaiser Permanente Union City Farmers' Market,http://www.pcfma.com/market_home.php?market_id=32,,,,,3553 Whipple Road,Union City,Alameda,California,94587,January to December,Tue:10:00 AM - 2:00 PM;,,,,,,,-122.08323519999999,37.6056764,Healthcare Institution,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 6:21:45 PM
3983,1011485,Kaiser Redwood City Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Veterans Blvd. and Maple St.,Redwood City,San Mateo,California,94063,04/01/2015 to 10/28/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.222647,37.48899,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/21/2015 8:20:33 PM
3984,1011502,Kaiser San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Geary St. and St. Joseph Ave.,San Francisco,San Francisco,California,94115,01/01/2015 to 12/31/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.44293400000001,37.782694,,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,7/24/2015 2:13:39 PM
3985,1003673,Kaiser South Bay Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaisersouthbayfarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,,25825 S. Vermont Avenue,Harbor City,Los Angeles,California,90710,01/01/2014 to 12/01/2014,Wed: 10:00 AM-3:00 PM;,,,,,,,-118.29373799999999,33.790081,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 8:16:34 PM
3986,1011466,Kaiser South San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,1200 El Camino Real,South San Francisco ,San Mateo,California,94080,05/05/2015 to 10/13/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.43948,37.658875,,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 3:02:18 PM
3987,1011356,Kaiser Vallejo Farmers' Market,http://www.pcfma.org,,,,,975 Sereno Dr.,Vallejo ,Contra Costa,California,,01/01/2015 to 12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-122.2484432,38.12767,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:48:32 AM
3988,1011346,Kaiser Walnut Creek,http://www.pcfma.org,,,,,1425 Main St.,Walnut Creek,Contra Costa,California,,01/01/2015 to 12/31/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.06089740000002,37.8994941,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:06:41 AM
4031,1003093,Kelseyville Steele Winery Farmers Market,,,,,,Highway 29 & Thomas Dr.,Kelseyville,Lake,California,95451,,,,,,,,,-122.876,38.9971,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4044,1005578,Kenneth Village,,,,,,1435 W. Kenneth Rd.,GLENDALE,Los Angeles,California,,,,,,,,,,-118.281,34.173,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
4050,1005923,Kenny's Farms,,,,,,3443 S Market Street,,SHASTA,California,,,,,,,,,,-122.443,37.7574,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
4065,1018630,Kenwood Community Farmers Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/kenwoodcommunityfarmersmarket/,,,Instagram communitymarkets,9000 Sonoma Hwy,Kenwood ,Sonoma,California,95452,06/04/2017 to 09/24/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.550344,38.418994,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/8/2017 12:11:59 PM
4069,1007852,Kerr Cultural Center Farmers and Craft Market,,,,,,6110 N. Scottsdale Road,Scottsdale,Mariposa,California,85250,,,,,,,,,-121.414,38.4876,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4083,1000922,King City Certified Farmers Market,http://www.kingcitychamber.com,,,,,100 & 200 Block of Broadway St.,King City,Monterey,California,93930,May to October,Wed:4:00 PM - 7:00 PM;,,,,,,,-121.12375300000001,36.214155,Closed-off public street,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:44:55 PM
4089,1000653,King's Beach Farmers Market,http://www.foothillfarmersmarket.com,,,,,Highway 28 & Coon St.,Kings Beach,Placer,California,96143,,,,,,,,,-120.15,39.15,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4142,1004330,L.A. Adams/Vermont Farmers Market,http://www.farmernet.com,,,,,"1432 W. Adams, St. Agnes Catholic Church",Los Angeles,Los Angeles,California,90007,,,,,,,,,-118.292,34.0324,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4143,1005487,L.A. Arts District Little Tokyo Farmers Market,,,,,,"700 Block, Traction St. & 3rd St.",Los Angeles,Los Angeles,California,90039,,,,,,,,,-118.236,34.0459,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4144,1002082,L.A. Central Avenue Farmers Market,http://www.farmernet.com,,,,,43rd St. & Central Ave.,Hollywood,Los Angeles,California,90028,,,,,,,,,-121.448,38.5706,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4145,1005154,L.A. Chinatown Farmers Market,http://www.farmernet.com,,,,,727 North Hill & Alpine,Los Angeles,Los Angeles,California,90012,,,,,,,,,-118.24,34.0628,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4146,1004896,L.A. Harambee Farmers Market,http://www.farmernet.com,,,,,Crenshaw & Slausan,Los Angeles,Los Angeles,California,90010,,,,,,,,,-118.331,33.989000000000004,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4147,1003447,L.A. Larchmont Village Farmers Market,,,,,,"Larchmont Bldg., Lot #694",Los Angeles,Los Angeles,California,90042,,,,,,,,,-118.324,34.0834,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4148,1002081,L.A. Leimert Park Farmers Market,http://www.farmernet.com,,,,,43rd St. & Degnan,Hollywood,Los Angeles,California,90028,,,,,,,,,-118.34,34.0106,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4149,1003446,L.A. Melrose Place Farmers Market,,,,,,Melrose Place & Croft,Los Angeles,Los Angeles,California,90029,,,,,,,,,-118.374,34.0841,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4150,1005752,L.A. Seventh & Fig Farmers Market,http://www.farmernet.com,,,,,Figueroa St. & 7th,Los Angeles,Los Angeles,California,90017,,,,,,,,,-118.26,34.0494,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4151,1001269,L.A. Silverlake Farmers Market,http://www.farmernet.com,,,,,9700 Sunset Blvd.,Los Angeles,Los Angeles,California,90029,,,,,,,,,-118.28200000000001,34.0943,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4152,1003441,L.A. Wilshire Center Farmers Market,http://www.ccfm.com,,,,,Mariposa & Wilshire,Tarzana,Los Angeles,California,91356,,,,,,,,,-119.016,36.0678,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4154,1003444,La Canada Flintridge Farmers Market,http://www.farmernet.com,,,,,Beulah Dr. & Foothill Ave.,La Canada Flintridge,Los Angeles,California,91011,,,,,,,,,-118.198,34.2035,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
4155,1009715,La Cienega CFM at Kaiser WLA,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaiserwestlafarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,,6041 Cadillac Avenue and La Cienega Blvd.,Mid-City Los Angeles,Los Angeles,California,90034,01/01/2014 to 12/17/2014,Wed: 9:00 AM-2:30 PM;,,,,,,,-118.375266,34.038659,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 8:23:30 PM
